customer_id,recency,frequency,monetary,cluster,segment,customer_name,diet_profile,city
313,20,3,1033.64,1,New / Occasional,Ganesh Babu 413,Flexitarian,Chennai
314,10,16,8036.66,1,New / Occasional,Meena Natarajan 414,Flexitarian,Chennai
315,301,2,1161.0,0,At Risk / Churning,Rajesh Mudaliar 415,Flexitarian,Chennai
316,26,26,13823.6,3,Steady Regulars,Kavitha Kumar 416,Flexitarian,Chennai
317,80,10,5895.6,1,New / Occasional,Venkatesh Swaminathan 417,Flexitarian,Chennai
318,50,1,443.7,1,New / Occasional,Nandhini Babu 418,Pure Veg,Chennai
319,134,2,708.6,0,At Risk / Churning,Santhosh Natarajan 419,Flexitarian,Chennai
320,43,4,1228.4,1,New / Occasional,Swetha Mudaliar 420,Flexitarian,Chennai
321,15,1,774.0,1,New / Occasional,Aravind Kumar 421,Pure Veg,Chennai
322,71,12,5671.41,1,New / Occasional,Priya Swaminathan 422,Flexitarian,Chennai
323,18,9,3331.4,1,New / Occasional,Karthik Babu 423,Flexitarian,Chennai
324,66,2,931.8,1,New / Occasional,Deepa Natarajan 424,Flexitarian,Chennai
325,111,4,1786.75,1,New / Occasional,Siddharth Mudaliar 425,Pure Veg,Chennai
326,15,1,403.2,1,New / Occasional,Bhavana Kumar 426,Flexitarian,Chennai
327,5,8,4427.6,1,New / Occasional,Ramesh Swaminathan 427,Flexitarian,Chennai
328,82,5,2419.39,1,New / Occasional,Lakshmi Babu 428,Flexitarian,Chennai
329,11,18,8177.4,1,New / Occasional,Vijay Natarajan 429,Flexitarian,Chennai
330,95,5,1940.65,1,New / Occasional,Ananya Mudaliar 430,Flexitarian,Chennai
331,3,5,2196.25,1,New / Occasional,Suresh Kumar 431,Pure Veg,Chennai
332,13,36,15587.52,3,Steady Regulars,Divya Swaminathan 432,Flexitarian,Chennai
333,33,5,3587.9,1,New / Occasional,Ganesh Babu 433,Flexitarian,Chennai
334,6,5,2306.0,1,New / Occasional,Meena Natarajan 434,Flexitarian,Chennai
335,17,7,4156.38,1,New / Occasional,Rajesh Mudaliar 435,Pure Veg,Chennai
336,94,5,1177.41,1,New / Occasional,Kavitha Kumar 436,Flexitarian,Chennai
337,5,20,10910.21,1,New / Occasional,Venkatesh Swaminathan 437,Flexitarian,Chennai
338,30,10,4916.9,1,New / Occasional,Nandhini Babu 438,Flexitarian,Chennai
339,288,4,1894.9,0,At Risk / Churning,Santhosh Natarajan 439,Flexitarian,Chennai
340,104,6,3358.9,1,New / Occasional,Swetha Mudaliar 440,Flexitarian,Chennai
341,2,6,2740.9,1,New / Occasional,Aravind Kumar 441,Flexitarian,Chennai
342,8,13,5604.16,1,New / Occasional,Priya Swaminathan 442,Flexitarian,Chennai
343,79,2,443.0,1,New / Occasional,Karthik Babu 443,Pure Veg,Chennai
344,93,11,4812.85,1,New / Occasional,Deepa Natarajan 444,Flexitarian,Chennai
345,75,4,1835.1,1,New / Occasional,Siddharth Mudaliar 445,Flexitarian,Chennai
346,48,6,1973.92,1,New / Occasional,Bhavana Kumar 446,Flexitarian,Chennai
347,325,1,1188.0,0,At Risk / Churning,Ramesh Swaminathan 447,Pure Veg,Chennai
348,23,15,7391.82,1,New / Occasional,Lakshmi Babu 448,Flexitarian,Chennai
349,69,2,339.0,1,New / Occasional,Vijay Natarajan 449,Flexitarian,Chennai
350,3,20,10148.15,1,New / Occasional,Ananya Mudaliar 450,Flexitarian,Chennai
351,2,23,12116.75,1,New / Occasional,Suresh Kumar 451,Flexitarian,Chennai
352,17,4,2571.4,1,New / Occasional,Divya Swaminathan 452,Flexitarian,Chennai
353,9,3,860.0,1,New / Occasional,Ganesh Babu 453,Flexitarian,Chennai
354,240,1,967.5,0,At Risk / Churning,Meena Natarajan 454,Non-Veg Enthusiast,Chennai
355,108,1,828.0,1,New / Occasional,Rajesh Mudaliar 455,Pure Veg,Chennai
356,131,3,839.75,0,At Risk / Churning,Kavitha Kumar 456,Flexitarian,Chennai
357,134,6,4131.7,1,New / Occasional,Venkatesh Swaminathan 457,Flexitarian,Chennai
358,11,10,4908.39,1,New / Occasional,Nandhini Babu 458,Flexitarian,Chennai
359,30,4,2610.0,1,New / Occasional,Santhosh Natarajan 459,Flexitarian,Chennai
360,95,1,531.25,1,New / Occasional,Swetha Mudaliar 460,Flexitarian,Chennai
361,114,3,1476.5,1,New / Occasional,Aravind Kumar 461,Flexitarian,Chennai
362,13,3,2414.7,1,New / Occasional,Priya Swaminathan 462,Non-Veg Enthusiast,Chennai
363,9,2,594.0,1,New / Occasional,Karthik Babu 463,Pure Veg,Chennai
364,168,2,1557.9,0,At Risk / Churning,Deepa Natarajan 464,Pure Veg,Chennai
365,37,7,2770.2,1,New / Occasional,Siddharth Mudaliar 465,Flexitarian,Chennai
366,273,1,476.0,0,At Risk / Churning,Bhavana Kumar 466,Pure Veg,Chennai
367,31,6,2252.7,1,New / Occasional,Ramesh Swaminathan 467,Flexitarian,Chennai
368,125,4,1802.2,1,New / Occasional,Lakshmi Babu 468,Flexitarian,Chennai
369,96,2,676.5,1,New / Occasional,Vijay Natarajan 469,Flexitarian,Chennai
370,271,3,771.84,0,At Risk / Churning,Ananya Mudaliar 470,Flexitarian,Chennai
371,125,4,1724.15,1,New / Occasional,Suresh Kumar 471,Flexitarian,Chennai
372,82,4,1712.7,1,New / Occasional,Divya Swaminathan 472,Flexitarian,Chennai
373,6,2,689.25,1,New / Occasional,Ganesh Babu 473,Flexitarian,Chennai
374,315,2,1517.0,0,At Risk / Churning,Meena Natarajan 474,Pure Veg,Chennai
375,24,60,30687.13,3,Steady Regulars,Rajesh Mudaliar 475,Flexitarian,Chennai
376,14,7,4038.25,1,New / Occasional,Kavitha Kumar 476,Flexitarian,Chennai
377,18,10,4141.9,1,New / Occasional,Venkatesh Swaminathan 477,Flexitarian,Chennai
378,36,4,1366.0,1,New / Occasional,Nandhini Babu 478,Flexitarian,Chennai
379,15,20,13267.7,1,New / Occasional,Santhosh Natarajan 479,Flexitarian,Chennai
380,12,53,27948.43,3,Steady Regulars,Swetha Mudaliar 480,Flexitarian,Chennai
381,105,4,3061.2,1,New / Occasional,Aravind Kumar 481,Flexitarian,Chennai
382,39,2,552.0,1,New / Occasional,Priya Swaminathan 482,Flexitarian,Chennai
383,253,1,720.0,0,At Risk / Churning,Karthik Babu 483,Flexitarian,Chennai
384,35,6,2689.2,1,New / Occasional,Deepa Natarajan 484,Flexitarian,Chennai
385,45,3,1633.9,1,New / Occasional,Siddharth Mudaliar 485,Flexitarian,Chennai
386,303,1,270.0,0,At Risk / Churning,Bhavana Kumar 486,Pure Veg,Chennai
387,27,14,6682.4,1,New / Occasional,Ramesh Swaminathan 487,Flexitarian,Chennai
388,128,5,2188.6,1,New / Occasional,Lakshmi Babu 488,Flexitarian,Chennai
389,345,1,242.0,0,At Risk / Churning,Vijay Natarajan 489,Pure Veg,Chennai
390,19,2,1077.7,1,New / Occasional,Ananya Mudaliar 490,Flexitarian,Chennai
391,200,1,408.6,0,At Risk / Churning,Suresh Kumar 491,Pure Veg,Chennai
392,148,4,1863.3,0,At Risk / Churning,Divya Swaminathan 492,Flexitarian,Chennai
393,84,9,3944.8,1,New / Occasional,Ganesh Babu 493,Flexitarian,Chennai
394,167,4,1616.4,0,At Risk / Churning,Meena Natarajan 494,Pure Veg,Chennai
395,48,17,5640.3,1,New / Occasional,Rajesh Mudaliar 495,Flexitarian,Chennai
396,205,2,1602.0,0,At Risk / Churning,Kavitha Kumar 496,Flexitarian,Chennai
397,22,12,5635.6,1,New / Occasional,Venkatesh Swaminathan 497,Flexitarian,Chennai
398,322,1,400.0,0,At Risk / Churning,Nandhini Babu 498,Pure Veg,Chennai
399,8,32,17061.41,3,Steady Regulars,Santhosh Natarajan 499,Flexitarian,Chennai
400,16,26,11292.18,1,New / Occasional,Swetha Mudaliar 500,Flexitarian,Chennai
401,3,15,6153.92,1,New / Occasional,Aravind Kumar 501,Flexitarian,Chennai
402,131,6,2607.4,1,New / Occasional,Priya Swaminathan 502,Flexitarian,Chennai
403,9,64,28363.18,3,Steady Regulars,Karthik Babu 503,Flexitarian,Chennai
404,284,1,400.0,0,At Risk / Churning,Deepa Natarajan 504,Flexitarian,Chennai
405,57,1,288.0,1,New / Occasional,Siddharth Mudaliar 505,Pure Veg,Chennai
406,16,29,15475.36,3,Steady Regulars,Bhavana Kumar 506,Flexitarian,Chennai
407,90,1,834.3,1,New / Occasional,Ramesh Swaminathan 507,Pure Veg,Chennai
408,206,2,1504.8,0,At Risk / Churning,Lakshmi Babu 508,Flexitarian,Chennai
409,7,6,2539.9,1,New / Occasional,Vijay Natarajan 509,Flexitarian,Chennai
410,54,3,1159.9,1,New / Occasional,Ananya Mudaliar 510,Flexitarian,Chennai
411,13,8,3410.9,1,New / Occasional,Suresh Kumar 511,Flexitarian,Chennai
412,48,4,1893.7,1,New / Occasional,Divya Swaminathan 512,Flexitarian,Chennai
413,34,15,6828.55,1,New / Occasional,Ganesh Babu 513,Flexitarian,Chennai
414,161,1,77.0,0,At Risk / Churning,Meena Natarajan 514,Pure Veg,Chennai
415,167,3,1824.3,0,At Risk / Churning,Rajesh Mudaliar 515,Flexitarian,Chennai
416,6,20,11883.31,1,New / Occasional,Kavitha Kumar 516,Flexitarian,Chennai
417,28,12,4083.95,1,New / Occasional,Venkatesh Swaminathan 517,Flexitarian,Chennai
418,7,4,1637.2,1,New / Occasional,Nandhini Babu 518,Flexitarian,Chennai
419,70,7,3343.93,1,New / Occasional,Santhosh Natarajan 519,Flexitarian,Chennai
420,219,1,1077.3,0,At Risk / Churning,Swetha Mudaliar 520,Flexitarian,Chennai
421,204,1,139.0,0,At Risk / Churning,Aravind Kumar 521,Non-Veg Enthusiast,Chennai
422,8,2,648.0,1,New / Occasional,Priya Swaminathan 522,Pure Veg,Chennai
423,28,6,2876.0,1,New / Occasional,Karthik Babu 523,Flexitarian,Chennai
424,25,1,542.7,1,New / Occasional,Deepa Natarajan 524,Flexitarian,Chennai
425,10,26,13971.3,3,Steady Regulars,Siddharth Mudaliar 525,Flexitarian,Chennai
426,6,41,22007.96,3,Steady Regulars,Bhavana Kumar 526,Flexitarian,Chennai
427,112,4,2036.0,1,New / Occasional,Ramesh Swaminathan 527,Flexitarian,Chennai
428,282,1,432.0,0,At Risk / Churning,Lakshmi Babu 528,Pure Veg,Chennai
429,82,4,1490.24,1,New / Occasional,Vijay Natarajan 529,Flexitarian,Chennai
430,13,8,3399.2,1,New / Occasional,Ananya Mudaliar 530,Flexitarian,Chennai
431,18,4,1550.1,1,New / Occasional,Suresh Kumar 531,Flexitarian,Chennai
432,270,1,731.0,0,At Risk / Churning,Divya Swaminathan 532,Flexitarian,Chennai
433,145,10,6134.58,1,New / Occasional,Ganesh Babu 533,Flexitarian,Chennai
434,21,11,6270.85,1,New / Occasional,Meena Natarajan 534,Flexitarian,Chennai
435,19,26,13702.35,3,Steady Regulars,Rajesh Mudaliar 535,Flexitarian,Chennai
436,10,6,2493.7,1,New / Occasional,Kavitha Kumar 536,Flexitarian,Chennai
437,32,6,1986.85,1,New / Occasional,Venkatesh Swaminathan 537,Pure Veg,Chennai
438,80,2,1535.4,1,New / Occasional,Nandhini Babu 538,Pure Veg,Chennai
439,23,17,7564.6,1,New / Occasional,Santhosh Natarajan 539,Flexitarian,Chennai
440,71,11,5918.94,1,New / Occasional,Swetha Mudaliar 540,Flexitarian,Chennai
441,310,2,1971.0,0,At Risk / Churning,Aravind Kumar 541,Pure Veg,Chennai
442,32,8,3190.25,1,New / Occasional,Priya Swaminathan 542,Flexitarian,Chennai
443,2,45,26946.49,3,Steady Regulars,Karthik Babu 543,Flexitarian,Chennai
444,121,1,400.0,1,New / Occasional,Deepa Natarajan 544,Pure Veg,Chennai
445,32,2,1796.4,1,New / Occasional,Siddharth Mudaliar 545,Pure Veg,Chennai
446,105,1,280.0,1,New / Occasional,Bhavana Kumar 546,Pure Veg,Chennai
447,45,23,11242.92,1,New / Occasional,Ramesh Swaminathan 547,Flexitarian,Chennai
448,63,12,5076.85,1,New / Occasional,Lakshmi Babu 548,Flexitarian,Chennai
449,55,7,2444.1,1,New / Occasional,Vijay Natarajan 549,Flexitarian,Chennai
450,319,2,1331.95,0,At Risk / Churning,Ananya Mudaliar 550,Flexitarian,Chennai
451,100,2,827.4,1,New / Occasional,Suresh Kumar 551,Flexitarian,Chennai
452,6,16,7493.31,1,New / Occasional,Divya Swaminathan 552,Flexitarian,Chennai
453,9,10,4096.0,1,New / Occasional,Ganesh Babu 553,Flexitarian,Chennai
454,2,346,163446.8,2,Loyal High-Spenders,Meena Natarajan 554,Flexitarian,Chennai
455,3,94,44370.24,3,Steady Regulars,Rajesh Mudaliar 555,Flexitarian,Chennai
456,30,4,1599.9,1,New / Occasional,Kavitha Kumar 556,Flexitarian,Chennai
457,17,6,2433.9,1,New / Occasional,Venkatesh Swaminathan 557,Flexitarian,Chennai
458,13,22,11076.37,1,New / Occasional,Nandhini Babu 558,Flexitarian,Chennai
459,40,8,3550.34,1,New / Occasional,Santhosh Natarajan 559,Flexitarian,Chennai
460,130,3,1546.4,1,New / Occasional,Swetha Mudaliar 560,Flexitarian,Chennai
461,14,2,1340.49,1,New / Occasional,Aravind Kumar 561,Flexitarian,Chennai
462,38,20,11642.74,1,New / Occasional,Priya Swaminathan 562,Flexitarian,Chennai
463,99,3,1094.05,1,New / Occasional,Karthik Babu 563,Pure Veg,Chennai
464,73,4,1813.2,1,New / Occasional,Deepa Natarajan 564,Flexitarian,Chennai
465,58,7,2703.3,1,New / Occasional,Siddharth Mudaliar 565,Flexitarian,Chennai
466,40,3,993.7,1,New / Occasional,Bhavana Kumar 566,Flexitarian,Chennai
467,14,1,765.0,1,New / Occasional,Ramesh Swaminathan 567,Pure Veg,Chennai
468,38,4,1902.9,1,New / Occasional,Lakshmi Babu 568,Flexitarian,Chennai
469,164,1,721.8,0,At Risk / Churning,Vijay Natarajan 569,Flexitarian,Chennai
470,171,7,2992.3,0,At Risk / Churning,Ananya Mudaliar 570,Flexitarian,Chennai
471,209,2,835.0,0,At Risk / Churning,Suresh Kumar 571,Flexitarian,Chennai
472,28,8,3677.5,1,New / Occasional,Divya Swaminathan 572,Flexitarian,Chennai
473,3,3,1272.3,1,New / Occasional,Ganesh Babu 573,Pure Veg,Chennai
474,70,3,943.0,1,New / Occasional,Meena Natarajan 574,Flexitarian,Chennai
475,39,9,4312.0,1,New / Occasional,Rajesh Mudaliar 575,Flexitarian,Chennai
476,24,3,1450.8,1,New / Occasional,Kavitha Kumar 576,Flexitarian,Chennai
477,61,1,524.7,1,New / Occasional,Venkatesh Swaminathan 577,Pure Veg,Chennai
478,30,3,1497.05,1,New / Occasional,Nandhini Babu 578,Flexitarian,Chennai
479,48,2,1422.9,1,New / Occasional,Santhosh Natarajan 579,Flexitarian,Chennai
480,14,3,849.5,1,New / Occasional,Swetha Mudaliar 580,Pure Veg,Chennai
481,114,3,885.75,1,New / Occasional,Aravind Kumar 581,Pure Veg,Chennai
482,305,1,388.8,0,At Risk / Churning,Priya Swaminathan 582,Pure Veg,Chennai
483,346,1,320.0,0,At Risk / Churning,Karthik Babu 583,Flexitarian,Chennai
484,64,1,400.0,1,New / Occasional,Deepa Natarajan 584,Pure Veg,Chennai
485,11,13,8147.54,1,New / Occasional,Siddharth Mudaliar 585,Flexitarian,Chennai
486,10,7,3499.3,1,New / Occasional,Bhavana Kumar 586,Flexitarian,Chennai
487,44,8,3036.04,1,New / Occasional,Ramesh Swaminathan 587,Flexitarian,Chennai
488,34,5,2073.52,1,New / Occasional,Lakshmi Babu 588,Pure Veg,Chennai
489,112,4,2122.8,1,New / Occasional,Vijay Natarajan 589,Flexitarian,Chennai
490,12,14,6021.3,1,New / Occasional,Ananya Mudaliar 590,Flexitarian,Chennai
491,51,20,10638.35,1,New / Occasional,Suresh Kumar 591,Flexitarian,Chennai
492,65,2,460.0,1,New / Occasional,Divya Swaminathan 592,Pure Veg,Chennai
493,45,14,7925.93,1,New / Occasional,Ganesh Babu 593,Flexitarian,Chennai
494,201,1,621.0,0,At Risk / Churning,Meena Natarajan 594,Pure Veg,Chennai
495,221,2,553.0,0,At Risk / Churning,Rajesh Mudaliar 595,Pure Veg,Chennai
496,21,1,549.9,1,New / Occasional,Kavitha Kumar 596,Flexitarian,Chennai
497,12,34,15997.6,3,Steady Regulars,Venkatesh Swaminathan 597,Flexitarian,Chennai
498,85,2,1279.0,1,New / Occasional,Nandhini Babu 598,Flexitarian,Chennai
499,20,9,3115.3,1,New / Occasional,Santhosh Natarajan 599,Flexitarian,Chennai
500,214,2,765.9,0,At Risk / Churning,Swetha Mudaliar 600,Flexitarian,Chennai
501,162,1,290.0,0,At Risk / Churning,Aravind Kumar 601,Pure Veg,Chennai
502,5,2,1093.0,1,New / Occasional,Priya Swaminathan 602,Pure Veg,Chennai
503,334,1,313.0,0,At Risk / Churning,Karthik Babu 603,Flexitarian,Chennai
504,106,2,999.0,1,New / Occasional,Deepa Natarajan 604,Pure Veg,Chennai
505,8,4,1346.2,1,New / Occasional,Siddharth Mudaliar 605,Flexitarian,Chennai
506,300,1,570.12,0,At Risk / Churning,Bhavana Kumar 606,Flexitarian,Chennai
507,122,1,563.4,1,New / Occasional,Ramesh Swaminathan 607,Flexitarian,Chennai
508,2,21,8090.4,1,New / Occasional,Lakshmi Babu 608,Flexitarian,Chennai
509,91,4,2151.12,1,New / Occasional,Vijay Natarajan 609,Flexitarian,Chennai
510,35,6,2847.0,1,New / Occasional,Ananya Mudaliar 610,Flexitarian,Chennai
511,110,1,386.1,1,New / Occasional,Suresh Kumar 611,Flexitarian,Chennai
512,27,3,1371.5,1,New / Occasional,Divya Swaminathan 612,Flexitarian,Chennai
513,346,1,683.1,0,At Risk / Churning,Ganesh Babu 613,Flexitarian,Chennai
514,222,2,1089.0,0,At Risk / Churning,Meena Natarajan 614,Flexitarian,Chennai
515,339,1,400.0,0,At Risk / Churning,Rajesh Mudaliar 615,Pure Veg,Chennai
516,265,3,612.0,0,At Risk / Churning,Kavitha Kumar 616,Flexitarian,Chennai
517,136,2,1116.75,0,At Risk / Churning,Venkatesh Swaminathan 617,Flexitarian,Chennai
518,57,4,1606.5,1,New / Occasional,Nandhini Babu 618,Flexitarian,Chennai
519,60,3,1925.8,1,New / Occasional,Santhosh Natarajan 619,Flexitarian,Chennai
520,49,8,2846.41,1,New / Occasional,Swetha Mudaliar 620,Flexitarian,Chennai
521,25,1,414.0,1,New / Occasional,Aravind Kumar 621,Flexitarian,Chennai
522,61,6,2156.1,1,New / Occasional,Priya Swaminathan 622,Flexitarian,Chennai
523,175,3,1405.65,0,At Risk / Churning,Karthik Babu 623,Flexitarian,Chennai
524,39,1,96.0,1,New / Occasional,Deepa Natarajan 624,Pure Veg,Chennai
525,19,14,8138.39,1,New / Occasional,Siddharth Mudaliar 625,Flexitarian,Chennai
526,8,20,11179.08,1,New / Occasional,Bhavana Kumar 626,Flexitarian,Chennai
527,98,2,702.35,1,New / Occasional,Ramesh Swaminathan 627,Flexitarian,Chennai
528,35,12,4070.3,1,New / Occasional,Lakshmi Babu 628,Flexitarian,Chennai
529,298,1,637.62,0,At Risk / Churning,Vijay Natarajan 629,Non-Veg Enthusiast,Chennai
530,299,1,400.5,0,At Risk / Churning,Ananya Mudaliar 630,Flexitarian,Chennai
531,16,1,969.27,1,New / Occasional,Suresh Kumar 631,Flexitarian,Chennai
532,5,7,2498.64,1,New / Occasional,Divya Swaminathan 632,Flexitarian,Chennai
533,39,3,937.0,1,New / Occasional,Ganesh Babu 633,Flexitarian,Chennai
534,338,1,451.8,0,At Risk / Churning,Meena Natarajan 634,Pure Veg,Chennai
535,14,8,3232.49,1,New / Occasional,Rajesh Mudaliar 635,Flexitarian,Chennai
536,171,1,414.0,0,At Risk / Churning,Kavitha Kumar 636,Flexitarian,Chennai
537,236,2,960.0,0,At Risk / Churning,Venkatesh Swaminathan 637,Flexitarian,Chennai
538,7,9,3758.85,1,New / Occasional,Nandhini Babu 638,Flexitarian,Chennai
539,4,11,7107.35,1,New / Occasional,Santhosh Natarajan 639,Flexitarian,Chennai
540,111,5,3948.4,1,New / Occasional,Swetha Mudaliar 640,Flexitarian,Chennai
541,73,4,1237.4,1,New / Occasional,Aravind Kumar 641,Flexitarian,Chennai
542,154,2,925.9,0,At Risk / Churning,Priya Swaminathan 642,Pure Veg,Chennai
543,40,5,2156.95,1,New / Occasional,Karthik Babu 643,Flexitarian,Chennai
544,287,1,384.3,0,At Risk / Churning,Deepa Natarajan 644,Pure Veg,Chennai
545,23,2,1359.0,1,New / Occasional,Siddharth Mudaliar 645,Flexitarian,Chennai
546,42,1,643.5,1,New / Occasional,Bhavana Kumar 646,Pure Veg,Chennai
547,9,2,628.9,1,New / Occasional,Ramesh Swaminathan 647,Pure Veg,Chennai
548,101,1,496.4,1,New / Occasional,Lakshmi Babu 648,Non-Veg Enthusiast,Chennai
549,117,1,325.0,1,New / Occasional,Vijay Natarajan 649,Pure Veg,Chennai
550,76,3,1723.6,1,New / Occasional,Ananya Mudaliar 650,Flexitarian,Chennai
551,6,12,5588.39,1,New / Occasional,Suresh Kumar 651,Flexitarian,Chennai
552,112,4,2235.38,1,New / Occasional,Divya Swaminathan 652,Flexitarian,Chennai
553,5,6,2748.55,1,New / Occasional,Ganesh Babu 653,Flexitarian,Chennai
554,58,8,4055.4,1,New / Occasional,Meena Natarajan 654,Flexitarian,Chennai
555,180,4,2048.8,0,At Risk / Churning,Rajesh Mudaliar 655,Flexitarian,Chennai
556,113,1,265.0,1,New / Occasional,Kavitha Kumar 656,Pure Veg,Chennai
557,22,4,1328.5,1,New / Occasional,Venkatesh Swaminathan 657,Flexitarian,Chennai
558,246,4,2116.3,0,At Risk / Churning,Nandhini Babu 658,Flexitarian,Chennai
559,41,2,604.15,1,New / Occasional,Santhosh Natarajan 659,Pure Veg,Chennai
560,189,2,1399.5,0,At Risk / Churning,Swetha Mudaliar 660,Pure Veg,Chennai
561,49,1,280.0,1,New / Occasional,Aravind Kumar 661,Pure Veg,Chennai
562,295,2,1174.0,0,At Risk / Churning,Priya Swaminathan 662,Pure Veg,Chennai
563,87,2,987.4,1,New / Occasional,Karthik Babu 663,Pure Veg,Chennai
564,183,1,499.5,0,At Risk / Churning,Deepa Natarajan 664,Flexitarian,Chennai
565,88,2,917.1,1,New / Occasional,Siddharth Mudaliar 665,Flexitarian,Chennai
566,5,46,21177.53,3,Steady Regulars,Bhavana Kumar 666,Flexitarian,Chennai
567,208,2,777.67,0,At Risk / Churning,Ramesh Swaminathan 667,Flexitarian,Chennai
568,39,2,692.7,1,New / Occasional,Lakshmi Babu 668,Pure Veg,Chennai
569,164,1,423.0,0,At Risk / Churning,Vijay Natarajan 669,Pure Veg,Chennai
570,79,1,742.5,1,New / Occasional,Ananya Mudaliar 670,Pure Veg,Chennai
571,271,1,263.5,0,At Risk / Churning,Suresh Kumar 671,Pure Veg,Chennai
572,82,3,2313.9,1,New / Occasional,Divya Swaminathan 672,Pure Veg,Chennai
573,206,2,760.5,0,At Risk / Churning,Ganesh Babu 673,Flexitarian,Chennai
574,74,13,7276.83,1,New / Occasional,Meena Natarajan 674,Flexitarian,Chennai
575,107,4,1867.0,1,New / Occasional,Rajesh Mudaliar 675,Flexitarian,Chennai
576,55,3,1068.53,1,New / Occasional,Kavitha Kumar 676,Flexitarian,Chennai
577,2,54,26267.31,3,Steady Regulars,Venkatesh Swaminathan 677,Flexitarian,Chennai
578,65,1,864.0,1,New / Occasional,Nandhini Babu 678,Pure Veg,Chennai
579,298,1,589.5,0,At Risk / Churning,Santhosh Natarajan 679,Pure Veg,Chennai
580,16,17,8864.58,1,New / Occasional,Swetha Mudaliar 680,Flexitarian,Chennai
581,12,11,5595.2,1,New / Occasional,Aravind Kumar 681,Flexitarian,Chennai
582,23,12,5265.99,1,New / Occasional,Priya Swaminathan 682,Flexitarian,Chennai
583,75,3,1707.0,1,New / Occasional,Karthik Babu 683,Flexitarian,Chennai
584,20,2,689.0,1,New / Occasional,Deepa Natarajan 684,Flexitarian,Chennai
585,20,7,3199.62,1,New / Occasional,Siddharth Mudaliar 685,Flexitarian,Chennai
586,20,17,11251.28,1,New / Occasional,Bhavana Kumar 686,Flexitarian,Chennai
587,20,2,1616.95,1,New / Occasional,Ramesh Swaminathan 687,Flexitarian,Chennai
588,83,4,1433.0,1,New / Occasional,Lakshmi Babu 688,Flexitarian,Chennai
589,54,1,382.5,1,New / Occasional,Vijay Natarajan 689,Pure Veg,Chennai
590,7,12,5025.2,1,New / Occasional,Ananya Mudaliar 690,Flexitarian,Chennai
591,294,3,1838.7,0,At Risk / Churning,Suresh Kumar 691,Flexitarian,Chennai
592,28,5,1748.7,1,New / Occasional,Divya Swaminathan 692,Flexitarian,Chennai
593,192,3,1305.0,0,At Risk / Churning,Ganesh Babu 693,Flexitarian,Chennai
594,236,2,519.0,0,At Risk / Churning,Meena Natarajan 694,Flexitarian,Chennai
595,155,1,1037.0,0,At Risk / Churning,Rajesh Mudaliar 695,Pure Veg,Chennai
596,285,1,323.0,0,At Risk / Churning,Kavitha Kumar 696,Flexitarian,Chennai
597,154,3,1261.65,0,At Risk / Churning,Venkatesh Swaminathan 697,Pure Veg,Chennai
598,110,5,2243.8,1,New / Occasional,Nandhini Babu 698,Flexitarian,Chennai
599,332,1,815.4,0,At Risk / Churning,Santhosh Natarajan 699,Flexitarian,Chennai
600,23,2,790.2,1,New / Occasional,Swetha Mudaliar 700,Pure Veg,Chennai
601,57,1,499.5,1,New / Occasional,Aravind Kumar 701,Pure Veg,Chennai
602,339,1,845.1,0,At Risk / Churning,Priya Swaminathan 702,Flexitarian,Chennai
603,9,48,23969.21,3,Steady Regulars,Karthik Babu 703,Flexitarian,Chennai
604,24,10,5072.68,1,New / Occasional,Deepa Natarajan 704,Flexitarian,Chennai
605,52,4,1898.5,1,New / Occasional,Siddharth Mudaliar 705,Flexitarian,Chennai
606,119,6,1564.95,1,New / Occasional,Bhavana Kumar 706,Flexitarian,Chennai
607,2,4,3320.56,1,New / Occasional,Ramesh Swaminathan 707,Flexitarian,Chennai
608,10,4,2648.0,1,New / Occasional,Lakshmi Babu 708,Flexitarian,Chennai
609,107,3,1353.55,1,New / Occasional,Vijay Natarajan 709,Flexitarian,Chennai
610,31,6,3420.75,1,New / Occasional,Ananya Mudaliar 710,Flexitarian,Chennai
611,74,3,1300.8,1,New / Occasional,Suresh Kumar 711,Flexitarian,Chennai
612,24,19,9360.68,1,New / Occasional,Divya Swaminathan 712,Flexitarian,Chennai
613,7,12,7355.27,1,New / Occasional,Ganesh Babu 713,Flexitarian,Chennai
614,15,26,13820.89,3,Steady Regulars,Meena Natarajan 714,Flexitarian,Chennai
615,11,4,1692.0,1,New / Occasional,Rajesh Mudaliar 715,Flexitarian,Chennai
616,61,6,3148.35,1,New / Occasional,Kavitha Kumar 716,Flexitarian,Chennai
617,16,24,12361.06,1,New / Occasional,Venkatesh Swaminathan 717,Flexitarian,Chennai
618,92,2,1797.7,1,New / Occasional,Nandhini Babu 718,Flexitarian,Chennai
619,145,1,520.2,0,At Risk / Churning,Santhosh Natarajan 719,Pure Veg,Chennai
620,12,7,3710.6,1,New / Occasional,Swetha Mudaliar 720,Flexitarian,Chennai
621,36,2,848.15,1,New / Occasional,Aravind Kumar 721,Flexitarian,Chennai
622,4,14,4763.89,1,New / Occasional,Priya Swaminathan 722,Flexitarian,Chennai
623,5,2,947.0,1,New / Occasional,Karthik Babu 723,Flexitarian,Chennai
624,6,4,3264.0,1,New / Occasional,Deepa Natarajan 724,Pure Veg,Chennai
625,150,1,799.0,0,At Risk / Churning,Siddharth Mudaliar 725,Non-Veg Enthusiast,Chennai
