order_id,customer_name,customer_city,restaurant_name,restaurant_city,primary_cuisine,order_date,order_time_slot,veg_season_tag,is_veg_order,item_count,gross_amount,discount_pct,discount_amount,delivery_fee,final_amount,delivery_time_min,rating_given,etl_status
100712,Meena Natarajan 554,Chennai,Hotel Shiva Sagar,Chennai (Purasawalkam),North Indian,2025-01-15,Night,Regular,1,4,532.0,10,53.2,0.0,478.8,39,5.0,CLEANED_DEDUPLICATED
100713,Bhavana Kumar 1026,Chennai,Sangeetha Veg Restaurant,Chennai (Poonamallee),South Indian,2025-01-15,Afternoon,Regular,1,5,830.0,10,83.0,0.0,747.0,28,5.0,CLEANED_DEDUPLICATED
100714,Kavitha Kumar 156,Chennai,Taj Restaurant,Chennai (Poonamallee),North Indian,2025-01-15,Afternoon,Regular,0,5,705.0,10,70.5,0.0,634.5,27,4.0,CLEANED_DEDUPLICATED
100715,Rajesh Mudaliar 1495,Chennai,Victuals,Chennai (Poonamallee),Beverages,2025-01-15,Evening,Regular,0,4,519.0,10,51.9,0.0,467.1,47,5.0,CLEANED_DEDUPLICATED
100716,Ramesh Swaminathan 1187,Chennai,Hotel Shiva Sagar,Chennai (Purasawalkam),North Indian,2025-01-15,Morning,Regular,1,2,150.0,0,0.0,30.0,180.0,29,5.0,CLEANED_DEDUPLICATED
100717,Ananya Mudaliar 2090,Chennai,PARFAIT CAKES N BAKES,Chennai (Annanagar),Bakery,2025-01-15,Afternoon,Regular,0,3,264.0,0,0.0,30.0,294.0,41,5.0,CLEANED_DEDUPLICATED
100718,Priya Swaminathan 1682,Chennai,Masaledaar Desi Rasoi,Chennai (Egmore),North Indian,2025-01-15,Morning,Regular,1,2,500.0,10,50.0,0.0,450.0,47,5.0,CLEANED_DEDUPLICATED
100719,Rajesh Mudaliar 535,Chennai,THE NEW BOX,Chennai (Purasawalkam),Chinese,2025-01-15,Afternoon,Regular,1,4,1320.0,10,132.0,0.0,1188.0,32,5.0,CLEANED_DEDUPLICATED
100720,Vijay Natarajan 1009,Chennai,Liza Restaurant (Halal),Chennai (Purasawalkam),Arabian,2025-01-15,Morning,Regular,0,3,524.0,10,52.4,0.0,471.6,35,5.0,CLEANED_DEDUPLICATED
100721,Rajesh Mudaliar 555,Chennai,Taj Restaurant,Chennai (Poonamallee),North Indian,2025-01-15,Morning,Regular,0,3,670.0,10,67.0,0.0,603.0,34,3.0,CLEANED_DEDUPLICATED
100722,Swetha Mudaliar 2040,Chennai,LAKSHMI RESTAURANT,Chennai (Poonamallee),Indian,2025-01-15,Evening,Regular,0,3,510.0,10,51.0,0.0,459.0,47,3.0,CLEANED_DEDUPLICATED
100723,Lakshmi Babu 1668,Chennai,Sangeetha Veg Restaurant,Chennai (Poonamallee),South Indian,2025-01-15,Afternoon,Regular,1,2,340.0,0,0.0,0.0,340.0,18,4.0,CLEANED_DEDUPLICATED
100724,Suresh Kumar 171,Chennai,Guest Hotel,Chennai (Purasawalkam),South Indian,2025-01-15,Afternoon,Regular,1,2,234.0,0,0.0,30.0,264.0,22,5.0,CLEANED_DEDUPLICATED
100725,Ganesh Babu 553,Chennai,Sangeetha Veg Restaurant,Chennai (Poonamallee),South Indian,2025-01-15,Evening,Regular,1,3,324.0,0,0.0,0.0,324.0,22,3.0,CLEANED_DEDUPLICATED
100726,Nandhini Babu 1118,Chennai,Guest Hotel,Chennai (Purasawalkam),South Indian,2025-01-15,Evening,Regular,1,2,250.0,0,0.0,30.0,280.0,25,5.0,CLEANED_DEDUPLICATED
100727,Nandhini Babu 1838,Chennai,THE NEW BOX,Chennai (Purasawalkam),Chinese,2025-01-15,Morning,Regular,1,4,1220.0,10,122.0,0.0,1098.0,26,5.0,CLEANED_DEDUPLICATED
100728,Priya Swaminathan 542,Chennai,Guest Hotel,Chennai (Purasawalkam),South Indian,2025-01-15,Afternoon,Regular,1,1,179.0,0,0.0,30.0,209.0,21,5.0,CLEANED_DEDUPLICATED
100729,Rajesh Mudaliar 1155,Chennai,Liza Restaurant (Halal),Chennai (Purasawalkam),Arabian,2025-01-15,Evening,Regular,0,2,288.0,0,0.0,30.0,318.0,25,4.0,CLEANED_DEDUPLICATED
100730,Swetha Mudaliar 1620,Chennai,Victuals,Chennai (Poonamallee),Beverages,2025-01-15,Morning,Regular,1,3,336.0,0,0.0,0.0,336.0,19,3.0,CLEANED_DEDUPLICATED
100731,Divya Swaminathan 1792,Chennai,Karaikkudi Chettinadu,Chennai (Poonamallee),South Indian,2025-01-15,Morning,Regular,0,2,460.0,10,46.0,0.0,414.0,21,4.0,CLEANED_DEDUPLICATED
100732,Ananya Mudaliar 1690,Chennai,Karaikkudi Chettinadu,Chennai (Poonamallee),South Indian,2025-01-15,Evening,Regular,0,3,410.0,10,41.0,0.0,369.0,23,4.0,CLEANED_DEDUPLICATED
100733,Swetha Mudaliar 1380,Chennai,Guest Hotel,Chennai (Purasawalkam),South Indian,2025-01-15,Evening,Regular,1,5,348.0,0,0.0,0.0,348.0,25,4.0,CLEANED_DEDUPLICATED
100734,Suresh Kumar 791,Chennai,THE NEW BOX,Chennai (Purasawalkam),Chinese,2025-01-15,Evening,Regular,1,3,1210.0,10,121.0,0.0,1089.0,45,5.0,CLEANED_DEDUPLICATED
100735,Kavitha Kumar 936,Chennai,Taj Restaurant,Chennai (Poonamallee),North Indian,2025-01-15,Evening,Regular,0,6,1115.0,10,111.5,0.0,1003.5,19,3.0,CLEANED_DEDUPLICATED
100736,Deepa Natarajan 1924,Chennai,PARFAIT CAKES N BAKES,Chennai (Annanagar),Bakery,2025-01-15,Afternoon,Regular,0,3,813.24,10,81.32,0.0,731.92,36,5.0,CLEANED_DEDUPLICATED
100737,Meena Natarajan 714,Chennai,LAKSHMI RESTAURANT,Chennai (Poonamallee),Indian,2025-01-16,Night,Regular,1,3,350.0,0,0.0,0.0,350.0,33,5.0,CLEANED_DEDUPLICATED
100738,Swetha Mudaliar 1980,Chennai,Masaledaar Desi Rasoi,Chennai (Egmore),North Indian,2025-01-16,Morning,Regular,1,4,590.0,10,59.0,0.0,531.0,34,5.0,CLEANED_DEDUPLICATED
100739,Santhosh Natarajan 599,Chennai,Victuals,Chennai (Poonamallee),Beverages,2025-01-16,Afternoon,Regular,1,3,487.0,10,48.7,0.0,438.3,27,4.0,CLEANED_DEDUPLICATED
100740,Bhavana Kumar 626,Chennai,BUHARI,Chennai (Mylapore),Biryani,2025-01-16,Night,Regular,0,2,599.0,10,59.9,0.0,539.1,23,3.0,CLEANED_DEDUPLICATED
100741,Suresh Kumar 511,Chennai,Guest Hotel,Chennai (Purasawalkam),South Indian,2025-01-16,Afternoon,Regular,1,1,90.0,0,0.0,30.0,120.0,19,5.0,CLEANED_DEDUPLICATED
100742,Nandhini Babu 438,Chennai,Lassi Coruscoa,Chennai (Mogappair),Desserts,2025-01-16,Morning,Regular,1,2,284.0,0,0.0,30.0,314.0,41,4.0,CLEANED_DEDUPLICATED
100743,Ramesh Swaminathan 2247,Chennai,Hotel Shiva Sagar,Chennai (Purasawalkam),North Indian,2025-01-16,Afternoon,Regular,1,2,294.0,0,0.0,30.0,324.0,45,5.0,CLEANED_DEDUPLICATED
100744,Karthik Babu 503,Chennai,Taj Restaurant,Chennai (Poonamallee),North Indian,2025-01-16,Evening,Regular,1,3,280.0,0,0.0,30.0,310.0,20,5.0,CLEANED_DEDUPLICATED
100745,Nandhini Babu 1098,Chennai,Guest Hotel,Chennai (Purasawalkam),South Indian,2025-01-16,Evening,Regular,1,1,90.0,0,0.0,30.0,120.0,31,4.0,CLEANED_DEDUPLICATED
100746,Bhavana Kumar 126,Chennai,Victuals,Chennai (Poonamallee),Beverages,2025-01-16,Afternoon,Regular,1,1,84.0,0,0.0,30.0,114.0,40,5.0,CLEANED_DEDUPLICATED
100747,Rajesh Mudaliar 1975,Chennai,Karaikkudi Chettinadu,Chennai (Poonamallee),South Indian,2025-01-16,Evening,Regular,0,2,465.0,10,46.5,0.0,418.5,46,5.0,CLEANED_DEDUPLICATED
100748,Ananya Mudaliar 1730,Chennai,Hotel Raaj Bhaavan,Chennai (Nungambakkam),South Indian,2025-01-16,Afternoon,Regular,1,4,435.0,10,43.5,0.0,391.5,24,4.0,CLEANED_DEDUPLICATED
100749,Deepa Natarajan 2144,Chennai,THE NEW BOX,Chennai (Purasawalkam),Chinese,2025-01-16,Afternoon,Regular,1,4,1520.0,10,152.0,0.0,1368.0,26,4.0,CLEANED_DEDUPLICATED
100750,Kavitha Kumar 1616,Chennai,Victuals,Chennai (Poonamallee),Beverages,2025-01-16,Night,Regular,1,4,473.0,10,47.3,0.0,425.7,30,5.0,CLEANED_DEDUPLICATED
100751,Ganesh Babu 1793,Chennai,PARFAIT CAKES N BAKES,Chennai (Annanagar),Bakery,2025-01-16,Night,Regular,0,5,1197.73,10,119.77,0.0,1077.96,38,4.0,CLEANED_DEDUPLICATED
100752,Karthik Babu 883,Chennai,Hotel Shiva Sagar,Chennai (Purasawalkam),North Indian,2025-01-16,Morning,Regular,1,1,96.0,0,0.0,30.0,126.0,42,4.0,CLEANED_DEDUPLICATED
100753,Meena Natarajan 554,Chennai,Taj Restaurant,Chennai (Poonamallee),North Indian,2025-01-16,Evening,Regular,0,4,630.0,10,63.0,0.0,567.0,34,5.0,CLEANED_DEDUPLICATED
100754,Rajesh Mudaliar 435,Chennai,THE NEW BOX,Chennai (Purasawalkam),Chinese,2025-01-16,Evening,Regular,1,3,800.0,10,80.0,0.0,720.0,47,4.0,CLEANED_DEDUPLICATED
100755,Swetha Mudaliar 1100,Chennai,Lassi Coruscoa,Chennai (Mogappair),Desserts,2025-01-16,Evening,Regular,1,2,268.0,0,0.0,30.0,298.0,21,5.0,CLEANED_DEDUPLICATED
100756,Siddharth Mudaliar 805,Chennai,PARFAIT CAKES N BAKES,Chennai (Annanagar),Bakery,2025-01-16,Evening,Regular,1,1,59.32,0,0.0,30.0,89.32,37,5.0,CLEANED_DEDUPLICATED
100757,Venkatesh Swaminathan 917,Chennai,Karaikkudi Chettinadu,Chennai (Poonamallee),South Indian,2025-01-16,Evening,Regular,0,4,615.0,10,61.5,0.0,553.5,35,4.0,CLEANED_DEDUPLICATED
100760,Meena Natarajan 554,Chennai,THE NEW BOX,Chennai (Purasawalkam),Chinese,2025-01-16,Afternoon,Regular,1,1,840.0,10,84.0,0.0,756.0,45,4.0,CLEANED_DEDUPLICATED
100761,Ganesh Babu 353,Chennai,Hotel Shiva Sagar,Chennai (Purasawalkam),North Indian,2025-01-16,Night,Regular,1,4,690.0,10,69.0,0.0,621.0,38,5.0,CLEANED_DEDUPLICATED
100763,Siddharth Mudaliar 1685,Chennai,Liza Restaurant (Halal),Chennai (Purasawalkam),Arabian,2025-01-16,Afternoon,Regular,0,3,585.0,10,58.5,0.0,526.5,39,5.0,CLEANED_DEDUPLICATED
100764,Meena Natarajan 554,Chennai,Masaledaar Desi Rasoi,Chennai (Egmore),North Indian,2025-01-16,Evening,Regular,1,3,710.0,10,71.0,0.0,639.0,21,4.0,CLEANED_DEDUPLICATED
100765,Suresh Kumar 311,Chennai,Karaikkudi Chettinadu,Chennai (Poonamallee),South Indian,2025-01-16,Afternoon,Regular,0,1,140.0,0,0.0,30.0,170.0,40,5.0,CLEANED_DEDUPLICATED
100766,Priya Swaminathan 1582,Chennai,Lassi Coruscoa,Chennai (Mogappair),Desserts,2025-01-16,Evening,Regular,1,3,423.0,10,42.3,0.0,380.7,29,4.0,CLEANED_DEDUPLICATED
100767,Venkatesh Swaminathan 717,Chennai,THE NEW BOX,Chennai (Purasawalkam),Chinese,2025-01-16,Morning,Regular,1,3,680.0,10,68.0,0.0,612.0,31,5.0,CLEANED_DEDUPLICATED
100768,Lakshmi Babu 1168,Chennai,LAKSHMI RESTAURANT,Chennai (Poonamallee),Indian,2025-01-16,Morning,Regular,0,2,520.0,10,52.0,0.0,468.0,41,5.0,CLEANED_DEDUPLICATED
100769,Ananya Mudaliar 330,Chennai,LAKSHMI RESTAURANT,Chennai (Poonamallee),Indian,2025-01-16,Night,Regular,0,3,460.0,10,46.0,0.0,414.0,28,4.0,CLEANED_DEDUPLICATED
100770,Bhavana Kumar 1126,Chennai,Victuals,Chennai (Poonamallee),Beverages,2025-01-16,Night,Regular,0,3,356.0,0,0.0,0.0,356.0,34,4.0,CLEANED_DEDUPLICATED
100773,Siddharth Mudaliar 285,Chennai,Guest Hotel,Chennai (Purasawalkam),South Indian,2025-01-16,Night,Regular,1,2,305.0,0,0.0,0.0,305.0,34,5.0,CLEANED_DEDUPLICATED
100774,Ganesh Babu 833,Chennai,Guest Hotel,Chennai (Purasawalkam),South Indian,2025-01-16,Afternoon,Regular,1,3,358.0,0,0.0,0.0,358.0,43,5.0,CLEANED_DEDUPLICATED
100775,Ganesh Babu 1793,Chennai,Karaikkudi Chettinadu,Chennai (Poonamallee),South Indian,2025-01-16,Evening,Regular,0,3,380.0,0,0.0,0.0,380.0,39,5.0,CLEANED_DEDUPLICATED
100776,Lakshmi Babu 2148,Chennai,Taj Restaurant,Chennai (Poonamallee),North Indian,2025-01-16,Afternoon,Regular,0,4,930.0,10,93.0,0.0,837.0,40,5.0,CLEANED_DEDUPLICATED
100777,Kavitha Kumar 1196,Chennai,Lassi Coruscoa,Chennai (Mogappair),Desserts,2025-01-16,Evening,Regular,1,4,472.0,10,47.2,0.0,424.8,25,3.0,CLEANED_DEDUPLICATED
100778,Aravind Kumar 761,Chennai,Victuals,Chennai (Poonamallee),Beverages,2025-01-16,Evening,Regular,1,2,173.0,0,0.0,30.0,203.0,22,5.0,CLEANED_DEDUPLICATED
100779,Nandhini Babu 938,Chennai,THE NEW BOX,Chennai (Purasawalkam),Chinese,2025-01-16,Evening,Regular,1,1,420.0,10,42.0,0.0,378.0,46,5.0,CLEANED_DEDUPLICATED
100780,Venkatesh Swaminathan 437,Chennai,BUHARI,Chennai (Mylapore),Biryani,2025-01-16,Afternoon,Regular,0,3,932.0,10,93.2,0.0,838.8,42,4.0,CLEANED_DEDUPLICATED
100781,Siddharth Mudaliar 1865,Chennai,Taj Restaurant,Chennai (Poonamallee),North Indian,2025-01-16,Morning,Regular,0,1,260.0,0,0.0,30.0,290.0,36,5.0,CLEANED_DEDUPLICATED
100782,Kavitha Kumar 1416,Chennai,Victuals,Chennai (Poonamallee),Beverages,2025-01-16,Evening,Regular,1,4,466.0,10,46.6,0.0,419.4,19,4.0,CLEANED_DEDUPLICATED
100783,Kavitha Kumar 156,Chennai,Victuals,Chennai (Poonamallee),Beverages,2025-01-16,Morning,Regular,0,2,213.0,0,0.0,30.0,243.0,21,5.0,CLEANED_DEDUPLICATED
100784,Priya Swaminathan 902,Chennai,Royal Sandwich,Chennai (Guindy),Juices,2025-01-16,Evening,Regular,1,2,254.0,0,0.0,30.0,284.0,36,4.0,CLEANED_DEDUPLICATED
100785,Ramesh Swaminathan 1927,Chennai,Royal Sandwich,Chennai (Guindy),Juices,2025-01-16,Afternoon,Regular,0,3,398.0,0,0.0,0.0,398.0,34,4.0,CLEANED_DEDUPLICATED
100787,Santhosh Natarajan 1539,Chennai,Karaikkudi Chettinadu,Chennai (Poonamallee),South Indian,2025-01-17,Morning,Regular,0,3,670.0,10,67.0,0.0,603.0,41,5.0,CLEANED_DEDUPLICATED
100788,Santhosh Natarajan 1859,Chennai,PARFAIT CAKES N BAKES,Chennai (Annanagar),Bakery,2025-01-17,Evening,Regular,0,2,2754.2400000000002,10,275.42,0.0,2478.82,22,4.0,CLEANED_DEDUPLICATED
100789,Swetha Mudaliar 1440,Chennai,Hotel Shiva Sagar,Chennai (Purasawalkam),North Indian,2025-01-17,Evening,Regular,1,3,368.0,0,0.0,0.0,368.0,40,4.0,CLEANED_DEDUPLICATED
100790,Meena Natarajan 1414,Chennai,Liza Restaurant (Halal),Chennai (Purasawalkam),Arabian,2025-01-17,Morning,Regular,0,3,381.0,0,0.0,0.0,381.0,18,5.0,CLEANED_DEDUPLICATED
100791,Vijay Natarajan 349,Chennai,Victuals,Chennai (Poonamallee),Beverages,2025-01-17,Afternoon,Regular,1,3,352.0,0,0.0,0.0,352.0,42,5.0,CLEANED_DEDUPLICATED
100792,Rajesh Mudaliar 135,Chennai,PARFAIT CAKES N BAKES,Chennai (Annanagar),Bakery,2025-01-17,Morning,Regular,0,4,771.19,10,77.12,0.0,694.07,27,4.0,CLEANED_DEDUPLICATED
100793,Santhosh Natarajan 1679,Chennai,Taj Restaurant,Chennai (Poonamallee),North Indian,2025-01-17,Evening,Regular,1,1,55.0,0,0.0,30.0,85.0,38,5.0,CLEANED_DEDUPLICATED
100794,Meena Natarajan 1854,Chennai,Sangeetha Veg Restaurant,Chennai (Poonamallee),South Indian,2025-01-17,Afternoon,Regular,1,3,242.0,0,0.0,30.0,272.0,30,4.0,CLEANED_DEDUPLICATED
100795,Priya Swaminathan 1302,Chennai,Masaledaar Desi Rasoi,Chennai (Egmore),North Indian,2025-01-17,Afternoon,Regular,1,2,260.0,0,0.0,30.0,290.0,41,5.0,CLEANED_DEDUPLICATED
100796,Lakshmi Babu 248,Chennai,Liza Restaurant (Halal),Chennai (Purasawalkam),Arabian,2025-01-17,Afternoon,Regular,0,3,892.0,10,89.2,0.0,802.8,34,5.0,CLEANED_DEDUPLICATED
100797,Venkatesh Swaminathan 1457,Chennai,THE NEW BOX,Chennai (Purasawalkam),Chinese,2025-01-17,Evening,Regular,1,2,690.0,10,69.0,0.0,621.0,42,4.0,CLEANED_DEDUPLICATED
100799,Meena Natarajan 1274,Chennai,Taj Restaurant,Chennai (Poonamallee),North Indian,2025-01-17,Night,Regular,0,3,835.0,10,83.5,0.0,751.5,38,4.0,CLEANED_DEDUPLICATED
100800,Aravind Kumar 921,Chennai,Sangeetha Veg Restaurant,Chennai (Poonamallee),South Indian,2025-01-17,Afternoon,Regular,1,3,583.0,10,58.3,0.0,524.7,36,5.0,CLEANED_DEDUPLICATED
100801,Karthik Babu 1883,Chennai,Royal Sandwich,Chennai (Guindy),Juices,2025-01-17,Night,Regular,0,5,810.0,10,81.0,0.0,729.0,27,4.0,CLEANED_DEDUPLICATED
100802,Ramesh Swaminathan 1127,Chennai,Sangeetha Veg Restaurant,Chennai (Poonamallee),South Indian,2025-01-17,Morning,Regular,1,3,465.0,10,46.5,0.0,418.5,39,5.0,CLEANED_DEDUPLICATED
100803,Priya Swaminathan 422,Chennai,Victuals,Chennai (Poonamallee),Beverages,2025-01-17,Night,Regular,1,4,316.0,0,0.0,0.0,316.0,45,5.0,CLEANED_DEDUPLICATED
100804,Ganesh Babu 1933,Chennai,Lassi Coruscoa,Chennai (Mogappair),Desserts,2025-01-17,Night,Regular,1,3,424.0,10,42.4,0.0,381.6,20,4.0,CLEANED_DEDUPLICATED
100805,Divya Swaminathan 552,Chennai,PARFAIT CAKES N BAKES,Chennai (Annanagar),Bakery,2025-01-17,Night,Regular,0,3,2291.2,10,229.12,0.0,2062.08,35,5.0,CLEANED_DEDUPLICATED
100806,Priya Swaminathan 622,Chennai,BUHARI,Chennai (Mylapore),Biryani,2025-01-17,Evening,Regular,0,2,382.0,0,0.0,0.0,382.0,20,4.0,CLEANED_DEDUPLICATED
100807,Ananya Mudaliar 1570,Chennai,Sangeetha Veg Restaurant,Chennai (Poonamallee),South Indian,2025-01-17,Afternoon,Regular,1,2,362.0,0,0.0,0.0,362.0,45,5.0,CLEANED_DEDUPLICATED
100808,Priya Swaminathan 1942,Chennai,THE NEW BOX,Chennai (Purasawalkam),Chinese,2025-01-17,Afternoon,Regular,1,4,1740.0,10,174.0,0.0,1566.0,30,4.0,CLEANED_DEDUPLICATED
100809,Divya Swaminathan 1792,Chennai,Hotel Raaj Bhaavan,Chennai (Nungambakkam),South Indian,2025-01-17,Evening,Regular,1,1,170.0,0,0.0,30.0,200.0,30,4.0,CLEANED_DEDUPLICATED
100810,Venkatesh Swaminathan 2077,Chennai,LAKSHMI RESTAURANT,Chennai (Poonamallee),Indian,2025-01-17,Afternoon,Regular,1,1,180.0,0,0.0,30.0,210.0,19,4.0,CLEANED_DEDUPLICATED
100811,Meena Natarajan 474,Chennai,THE NEW BOX,Chennai (Purasawalkam),Chinese,2025-01-17,Afternoon,Regular,1,3,1380.0,10,138.0,0.0,1242.0,26,5.0,CLEANED_DEDUPLICATED
100812,Karthik Babu 703,Chennai,LAKSHMI RESTAURANT,Chennai (Poonamallee),Indian,2025-01-17,Afternoon,Regular,0,3,500.0,10,50.0,0.0,450.0,39,5.0,CLEANED_DEDUPLICATED
100813,Siddharth Mudaliar 525,Chennai,PARFAIT CAKES N BAKES,Chennai (Annanagar),Bakery,2025-01-17,Afternoon,Regular,0,3,1819.91,10,181.99,0.0,1637.92,18,5.0,CLEANED_DEDUPLICATED
100814,Priya Swaminathan 562,Chennai,BUHARI,Chennai (Mylapore),Biryani,2025-01-17,Afternoon,Regular,0,5,1189.0,10,118.9,0.0,1070.1,40,5.0,CLEANED_DEDUPLICATED
100815,Ananya Mudaliar 1690,Chennai,THE NEW BOX,Chennai (Purasawalkam),Chinese,2025-01-17,Morning,Regular,1,3,820.0,10,82.0,0.0,738.0,19,4.0,CLEANED_DEDUPLICATED
100816,Lakshmi Babu 2168,Chennai,PARFAIT CAKES N BAKES,Chennai (Annanagar),Bakery,2025-01-17,Morning,Regular,1,2,567.8000000000001,10,56.78,0.0,511.02,25,5.0,CLEANED_DEDUPLICATED
100817,Ramesh Swaminathan 1367,Chennai,Taj Restaurant,Chennai (Poonamallee),North Indian,2025-01-17,Evening,Regular,0,3,1055.0,10,105.5,0.0,949.5,35,5.0,CLEANED_DEDUPLICATED
100818,Vijay Natarajan 1249,Chennai,Sangeetha Veg Restaurant,Chennai (Poonamallee),South Indian,2025-01-17,Morning,Regular,1,4,403.0,10,40.3,0.0,362.7,23,5.0,CLEANED_DEDUPLICATED
100819,Aravind Kumar 161,Chennai,Taj Restaurant,Chennai (Poonamallee),North Indian,2025-01-17,Morning,Regular,0,5,695.0,10,69.5,0.0,625.5,38,5.0,CLEANED_DEDUPLICATED
100820,Kavitha Kumar 2016,Chennai,Sangeetha Veg Restaurant,Chennai (Poonamallee),South Indian,2025-01-17,Night,Regular,1,3,490.0,10,49.0,0.0,441.0,39,4.0,CLEANED_DEDUPLICATED
100821,Kavitha Kumar 1996,Chennai,PARFAIT CAKES N BAKES,Chennai (Annanagar),Bakery,2025-01-17,Evening,Regular,1,2,476.27,10,47.63,0.0,428.64,21,3.0,CLEANED_DEDUPLICATED
100822,Nandhini Babu 2078,Chennai,LAKSHMI RESTAURANT,Chennai (Poonamallee),Indian,2025-01-17,Morning,Regular,0,4,490.0,10,49.0,0.0,441.0,28,4.0,CLEANED_DEDUPLICATED
100823,Siddharth Mudaliar 1025,Chennai,BUHARI,Chennai (Mylapore),Biryani,2025-01-17,Night,Regular,0,2,373.0,0,0.0,0.0,373.0,42,5.0,CLEANED_DEDUPLICATED
100824,Rajesh Mudaliar 795,Chennai,BUHARI,Chennai (Mylapore),Biryani,2025-01-17,Evening,Regular,0,5,1206.0,10,120.6,0.0,1085.4,39,5.0,CLEANED_DEDUPLICATED
100825,Bhavana Kumar 526,Chennai,Hotel Shiva Sagar,Chennai (Purasawalkam),North Indian,2025-01-17,Afternoon,Regular,1,3,462.0,10,46.2,0.0,415.8,29,3.0,CLEANED_DEDUPLICATED
100826,Swetha Mudaliar 1320,Chennai,Guest Hotel,Chennai (Purasawalkam),South Indian,2025-01-17,Afternoon,Regular,1,2,330.0,0,0.0,0.0,330.0,27,3.0,CLEANED_DEDUPLICATED
100827,Ananya Mudaliar 450,Chennai,Royal Sandwich,Chennai (Guindy),Juices,2025-01-17,Evening,Regular,0,3,518.0,10,51.8,0.0,466.2,22,5.0,CLEANED_DEDUPLICATED
100828,Meena Natarajan 954,Chennai,LAKSHMI RESTAURANT,Chennai (Poonamallee),Indian,2025-01-17,Night,Regular,0,3,500.0,10,50.0,0.0,450.0,19,3.0,CLEANED_DEDUPLICATED
100830,Suresh Kumar 551,Chennai,Sangeetha Veg Restaurant,Chennai (Poonamallee),South Indian,2025-01-17,Night,Regular,1,1,466.0,10,46.6,0.0,419.4,21,5.0,CLEANED_DEDUPLICATED
100832,Rajesh Mudaliar 975,Chennai,Sangeetha Veg Restaurant,Chennai (Poonamallee),South Indian,2025-01-17,Afternoon,Regular,1,4,595.0,10,59.5,0.0,535.5,20,4.0,CLEANED_DEDUPLICATED
100833,Rajesh Mudaliar 2255,Chennai,THE NEW BOX,Chennai (Purasawalkam),Chinese,2025-01-17,Night,Regular,1,5,1550.0,10,155.0,0.0,1395.0,32,4.0,CLEANED_DEDUPLICATED
100835,Suresh Kumar 1591,Chennai,Taj Restaurant,Chennai (Poonamallee),North Indian,2025-01-18,Afternoon,Regular,0,3,280.0,0,0.0,30.0,310.0,29,5.0,CLEANED_DEDUPLICATED
100836,Nandhini Babu 1358,Chennai,Karaikkudi Chettinadu,Chennai (Poonamallee),South Indian,2025-01-18,Evening,Regular,0,3,473.0,10,47.3,0.0,425.7,41,5.0,CLEANED_DEDUPLICATED
100837,Nandhini Babu 338,Chennai,Karaikkudi Chettinadu,Chennai (Poonamallee),South Indian,2025-01-18,Evening,Regular,1,3,278.0,0,0.0,30.0,308.0,42,5.0,CLEANED_DEDUPLICATED
100838,Vijay Natarajan 1669,Chennai,Masaledaar Desi Rasoi,Chennai (Egmore),North Indian,2025-01-18,Night,Regular,1,3,870.0,10,87.0,0.0,783.0,45,4.0,CLEANED_DEDUPLICATED
100839,Nandhini Babu 2218,Chennai,Hotel Raaj Bhaavan,Chennai (Nungambakkam),South Indian,2025-01-18,Evening,Regular,1,2,260.0,0,0.0,30.0,290.0,18,4.0,CLEANED_DEDUPLICATED
100840,Meena Natarajan 554,Chennai,Hotel Raaj Bhaavan,Chennai (Nungambakkam),South Indian,2025-01-18,Evening,Regular,1,2,285.0,0,0.0,30.0,315.0,45,4.0,CLEANED_DEDUPLICATED
100841,Suresh Kumar 1811,Chennai,Victuals,Chennai (Poonamallee),Beverages,2025-01-18,Afternoon,Regular,1,3,317.0,0,0.0,0.0,317.0,34,5.0,CLEANED_DEDUPLICATED
100842,Bhavana Kumar 1746,Chennai,Hotel Shiva Sagar,Chennai (Purasawalkam),North Indian,2025-01-18,Evening,Regular,1,5,647.0,10,64.7,0.0,582.3,43,5.0,CLEANED_DEDUPLICATED
100843,Ramesh Swaminathan 1367,Chennai,Hotel Raaj Bhaavan,Chennai (Nungambakkam),South Indian,2025-01-18,Evening,Regular,1,5,735.0,10,73.5,0.0,661.5,39,3.0,CLEANED_DEDUPLICATED
100844,Kavitha Kumar 1756,Chennai,Sangeetha Veg Restaurant,Chennai (Poonamallee),South Indian,2025-01-18,Afternoon,Regular,1,5,698.0,10,69.8,0.0,628.2,44,4.0,CLEANED_DEDUPLICATED
100846,Suresh Kumar 1631,Chennai,PARFAIT CAKES N BAKES,Chennai (Annanagar),Bakery,2025-01-18,Afternoon,Regular,0,2,127.12,0,0.0,30.0,157.12,26,4.0,CLEANED_DEDUPLICATED
100847,Priya Swaminathan 1642,Chennai,Sangeetha Veg Restaurant,Chennai (Poonamallee),South Indian,2025-01-18,Evening,Regular,1,2,463.0,10,46.3,0.0,416.7,23,4.0,CLEANED_DEDUPLICATED
100848,Divya Swaminathan 812,Chennai,Liza Restaurant (Halal),Chennai (Purasawalkam),Arabian,2025-01-18,Evening,Regular,0,5,847.0,10,84.7,0.0,762.3,38,4.0,CLEANED_DEDUPLICATED
100849,Rajesh Mudaliar 635,Chennai,Hotel Shiva Sagar,Chennai (Purasawalkam),North Indian,2025-01-18,Evening,Regular,1,3,492.0,10,49.2,0.0,442.8,40,5.0,CLEANED_DEDUPLICATED
