customer_id,customer_name,age,gender,city,diet_profile,signup_date
378,Meena Kothari 378,50,Male,Chennai,flexitarian,2025-02-07
379,Divya Lakshmi 379,47,Male,Chennai,mostly_nonveg,2025-05-30
380,Bhavana Rao 380,54,Female,Chennai,flexitarian,2024-12-29
381,Ramesh Babu 381,40,Male,Chennai,mostly_nonveg,2025-01-16
382,Venkatesh Iyer 382,27,Male,Chennai,flexitarian,2025-06-15
383,Karthik Raja 383,22,Female,Chennai,flexitarian,2024-05-31
384,Anand Krishnan 384,53,Female,Chennai,mostly_nonveg,2025-07-15
385,Ramesh Babu 385,51,Female,Chennai,mostly_veg,2025-11-19
386,Karthik Raja 386,48,Female,Chennai,flexitarian,2025-08-30
387,Ramesh Babu 387,27,Female,Chennai,mostly_veg,2025-09-08
388,Vijay Kumar 388,36,Female,Chennai,mostly_nonveg,2025-02-23
389,Venkatesh Iyer 389,49,Female,Chennai,mostly_nonveg,2024-09-06
390,Ganesh Murugan 390,18,Male,Chennai,mostly_veg,2024-04-26
391,Ganesh Murugan 391,22,Male,Chennai,flexitarian,2025-05-26
392,Meena Kothari 392,21,Female,Chennai,mostly_nonveg,2025-07-31
393,Vijay Kumar 393,33,Male,Chennai,mostly_veg,2024-11-30
394,Ramesh Babu 394,41,Male,Chennai,flexitarian,2025-02-21
395,Revathi Nair 395,33,Male,Chennai,mostly_nonveg,2024-10-21
396,Revathi Nair 396,19,Female,Chennai,mostly_veg,2025-01-05
397,Ganesh Murugan 397,45,Female,Chennai,flexitarian,2024-07-04
398,Arun Balaji 398,49,Male,Chennai,mostly_veg,2024-09-02
399,Senthil Kumar 399,44,Female,Chennai,mostly_nonveg,2025-09-28
400,Revathi Nair 400,37,Male,Chennai,mostly_nonveg,2024-09-24
401,Meena Kothari 401,41,Male,Chennai,mostly_nonveg,2025-10-04
402,Anand Krishnan 402,29,Male,Chennai,flexitarian,2024-08-24
403,Divya Lakshmi 403,52,Male,Chennai,mostly_nonveg,2025-06-13
404,Vijay Kumar 404,50,Female,Chennai,mostly_nonveg,2025-07-05
405,Divya Lakshmi 405,50,Female,Chennai,mostly_veg,2024-01-21
406,Karthik Raja 406,54,Female,Chennai,mostly_nonveg,2025-06-03
407,Deepika Reddy 407,29,Male,Chennai,mostly_veg,2024-04-09
408,Revathi Nair 408,20,Female,Chennai,flexitarian,2025-04-22
409,Arun Balaji 409,18,Male,Chennai,mostly_veg,2025-08-21
410,Karthik Raja 410,50,Female,Chennai,mostly_veg,2024-10-24
411,Revathi Nair 411,27,Male,Chennai,mostly_veg,2025-06-09
412,Sangeetha Raman 412,46,Male,Chennai,flexitarian,2024-11-29
413,Karthik Raja 413,30,Male,Chennai,mostly_veg,2024-01-02
414,Karthik Raja 414,29,Female,Chennai,flexitarian,2025-01-09
415,Deepika Reddy 415,48,Female,Chennai,mostly_veg,2024-10-19
416,Meena Kothari 416,19,Female,Chennai,mostly_veg,2025-07-06
417,Arun Balaji 417,52,Female,Chennai,flexitarian,2024-11-13
418,Venkatesh Iyer 418,40,Male,Chennai,flexitarian,2025-05-16
419,Bhavana Rao 419,34,Female,Chennai,mostly_veg,2025-01-15
420,Arun Balaji 420,43,Female,Chennai,flexitarian,2025-09-14
421,Anand Krishnan 421,25,Male,Chennai,mostly_nonveg,2024-01-14
422,Karthik Raja 422,46,Male,Chennai,flexitarian,2025-05-18
423,Arun Balaji 423,43,Male,Chennai,mostly_veg,2024-08-18
424,Priya Sundaram 424,27,Female,Chennai,mostly_veg,2024-03-24
425,Bhavana Rao 425,43,Male,Chennai,mostly_nonveg,2024-05-09
426,Anand Krishnan 426,51,Male,Chennai,mostly_veg,2024-05-24
427,Priya Sundaram 427,24,Male,Chennai,mostly_nonveg,2024-01-28
428,Deepika Reddy 428,21,Female,Chennai,flexitarian,2024-03-06
429,Priya Sundaram 429,28,Male,Chennai,mostly_nonveg,2024-06-11
430,Senthil Kumar 430,46,Female,Chennai,flexitarian,2024-08-16
431,Bhavana Rao 431,53,Female,Chennai,mostly_nonveg,2024-09-17
432,Divya Lakshmi 432,42,Male,Chennai,flexitarian,2025-03-24
433,Ramesh Babu 433,38,Male,Chennai,flexitarian,2025-02-27
434,Priya Sundaram 434,53,Female,Chennai,flexitarian,2025-04-04
435,Venkatesh Iyer 435,27,Male,Chennai,flexitarian,2025-11-06
436,Deepika Reddy 436,54,Male,Chennai,flexitarian,2024-10-27
437,Divya Lakshmi 437,26,Female,Chennai,mostly_nonveg,2024-10-29
438,Deepika Reddy 438,41,Female,Chennai,mostly_nonveg,2024-10-13
439,Deepika Reddy 439,52,Male,Chennai,flexitarian,2025-01-29
440,Karthik Raja 440,52,Female,Chennai,flexitarian,2024-01-10
441,Deepika Reddy 441,53,Male,Chennai,flexitarian,2025-12-07
442,Priya Sundaram 442,35,Male,Chennai,flexitarian,2025-09-21
443,Ramesh Babu 443,49,Male,Chennai,mostly_veg,2024-09-26
444,Senthil Kumar 444,41,Female,Chennai,mostly_veg,2025-08-14
445,Deepika Reddy 445,40,Male,Chennai,flexitarian,2025-08-27
446,Deepika Reddy 446,49,Male,Chennai,mostly_veg,2024-12-26
447,Arun Balaji 447,54,Male,Chennai,mostly_veg,2024-09-13
448,Sangeetha Raman 448,29,Female,Chennai,mostly_veg,2024-05-12
449,Venkatesh Iyer 449,30,Female,Chennai,mostly_veg,2024-10-02
450,Vijay Kumar 450,40,Female,Chennai,mostly_veg,2025-11-13
